Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15
78070,22.10,90.90,30,1,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0
80069,22.00,91.20,40,1,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0
82070,22.00,91.00,41,1,23,23,24,23,0,0,0,0,0,0,0,0,0,0,0
84071,22.00,91.20,40,1,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0
86073,22.10,91.40,46,1,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0
88073,22.00,91.20,39,1,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0
90074,22.00,91.20,39,1,24,24,23,23,24,23,0,0,0,0,0,0,0,0,0
92072,22.10,91.10,50,1,23,24,23,24,23,24,0,0,0,0,0,0,0,0,0
94074,22.00,91.20,48,1,24,24,24,24,25,25,24,24,0,0,0,0,0,0,0
96076,22.00,91.00,39,1,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0
98078,22.00,91.20,35,1,24,27,25,27,29,31,30,30,0,0,0,0,0,0,0
100078,22.00,91.20,37,1,26,25,26,25,32,35,32,32,0,0,0,0,0,0,0
102078,22.00,91.00,32,1,26,27,28,30,25,25,25,27,0,0,0,0,0,0,0
104078,22.10,91.40,30,1,24,25,25,26,25,25,25,26,0,0,0,0,0,0,0
106078,22.00,91.00,25,1,25,25,25,26,26,25,26,26,0,0,0,0,0,0,0
108078,22.10,91.40,32,1,26,25,26,26,26,26,26,26,0,0,0,0,0,0,0
110077,22.00,91.20,40,1,26,25,26,26,26,27,26,26,0,0,0,0,0,0,0
112077,22.10,90.90,33,1,25,25,26,26,25,26,26,25,0,0,0,0,0,0,0
114078,22.10,90.90,29,1,25,26,26,25,26,27,25,26,0,0,0,0,0,0,0
116078,22.10,90.90,39,1,25,27,26,25,25,26,26,25,0,0,0,0,0,0,0
118078,22.30,91.00,34,1,29,26,26,25,27,25,25,25,0,0,0,0,0,0,0
120078,22.00,91.00,25,1,26,25,26,25,25,24,26,25,0,0,0,0,0,0,0
122078,22.10,90.90,33,1,25,25,26,25,25,25,25,25,0,0,0,0,0,0,0
124078,22.10,91.10,34,1,25,25,25,25,26,26,26,26,0,0,0,0,0,0,0
126077,22.00,91.00,34,1,25,25,26,27,26,26,26,26,0,0,0,0,0,0,0
128077,22.00,91.00,39,1,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
130078,22.00,91.00,34,1,25,24,25,25,24,24,25,24,0,0,0,0,0,0,0
132078,21.80,91.00,41,1,24,24,25,24,24,24,25,24,0,0,0,0,0,0,0
134078,22.00,90.70,42,1,25,24,25,24,25,25,25,29,0,0,0,0,0,0,0
136078,22.00,91.00,41,1,25,26,26,25,25,26,26,25,0,0,0,0,0,0,0
138078,22.10,91.10,35,1,25,26,26,25,25,26,25,25,0,0,0,0,0,0,0
140078,22.00,91.00,24,1,25,26,25,25,25,26,26,25,0,0,0,0,0,0,0
142077,22.10,91.40,28,1,25,25,26,25,25,25,26,25,0,0,0,0,0,0,0
144077,22.00,91.00,25,1,25,28,26,25,25,25,25,25,0,0,0,0,0,0,0
146078,22.10,91.40,31,1,25,25,25,25,26,25,25,25,0,0,0,0,0,0,0
148078,22.00,91.00,39,1,26,26,26,25,26,26,26,25,0,0,0,0,0,0,0
150078,22.10,91.10,32,1,26,25,25,25,26,25,25,26,0,0,0,0,0,0,0
152078,22.00,91.00,33,1,26,26,26,26,25,25,25,25,0,0,0,0,0,0,0
154078,22.10,91.10,23,1,25,25,25,25,25,24,26,25,0,0,0,0,0,0,0
156078,22.00,91.00,38,1,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0
158077,22.00,91.20,41,1,25,26,26,26,26,26,27,27,0,0,0,0,0,0,0
160077,22.10,90.90,34,1,26,26,26,27,26,26,26,27,0,0,0,0,0,0,0
162078,22.00,91.00,38,1,26,26,27,26,27,26,27,27,0,0,0,0,0,0,0
164078,22.00,91.20,34,1,27,27,29,31,27,27,30,27,0,0,0,0,0,0,0
166078,22.00,91.50,40,1,27,27,30,27,27,27,28,27,0,0,0,0,0,0,0
2154,24.50,83.60,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,24.50,91.60,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,24.50,91.20,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8101,24.50,91.60,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,24.50,91.60,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12163,24.40,91.20,10,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14162,24.50,91.60,15,1,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
16145,24.40,91.20,16,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
18141,24.50,91.60,13,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
20167,24.50,91.60,12,1,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0
22134,24.50,91.60,16,1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0
24153,24.50,91.60,14,1,27,24,28,0,0,0,0,0,0,0,0,0,0,0,0
26145,24.50,91.60,13,1,6,24,24,0,0,0,0,0,0,0,0,0,0,0,0
28154,24.40,91.60,18,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
30155,24.40,91.60,14,1,29,25,26,29,0,0,0,0,0,0,0,0,0,0,0
32148,24.40,91.60,18,1,23,24,24,24,24,0,0,0,0,0,0,0,0,0,0
2069,24.10,83.00,23,1,34,34,34,32,0,0,0,0,0,0,0,0,0,0,0
4074,24.20,91.70,17,1,29,29,29,28,27,26,26,25,0,0,0,0,0,0,0
6074,24.10,91.70,19,1,25,24,25,28,24,24,24,28,0,0,0,0,0,0,0
8074,24.20,92.00,17,1,24,24,23,28,23,23,23,28,0,0,0,0,0,0,0
10073,24.20,92.00,19,1,23,23,22,22,23,22,0,0,0,0,0,0,0,0,0
12072,24.20,92.30,14,1,22,23,22,22,22,22,0,0,0,0,0,0,0,0,0
14072,24.20,92.00,17,1,22,22,22,22,22,28,0,0,0,0,0,0,0,0,0
16072,24.20,92.00,13,1,22,23,28,22,22,28,0,0,0,0,0,0,0,0,0
18073,24.20,92.00,17,1,22,22,28,22,22,28,0,0,0,0,0,0,0,0,0
20073,24.20,92.00,19,1,25,22,28,22,22,27,0,0,0,0,0,0,0,0,0
2074,24.20,92.30,18,1,22,23,28,22,22,0,0,0,0,0,0,0,0,0,0
4074,24.20,92.30,16,1,28,22,22,27,22,23,0,0,0,0,0,0,0,0,0
6073,24.20,92.30,13,1,28,23,22,28,22,22,28,0,0,0,0,0,0,0,0
2162,24.00,83.80,18,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,24.10,92.30,16,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6166,24.10,92.70,19,1,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,24.10,92.30,19,1,34,37,35,0,0,0,0,0,0,0,0,0,0,0,0
10170,24.10,92.30,19,1,26,26,30,30,0,0,0,0,0,0,0,0,0,0,0
12166,24.10,92.70,28,1,25,32,26,0,0,0,0,0,0,0,0,0,0,0,0
14168,24.20,92.70,48,1,29,28,29,0,0,0,0,0,0,0,0,0,0,0,0
16167,24.10,92.70,59,1,25,25,31,0,0,0,0,0,0,0,0,0,0,0,0
18167,24.20,92.70,30,1,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0
20170,24.10,92.70,25,1,26,22,23,22,0,0,0,0,0,0,0,0,0,0,0
22168,24.20,93.00,33,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24158,24.10,92.70,21,1,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
26167,24.20,93.00,36,1,30,30,29,25,0,0,0,0,0,0,0,0,0,0,0
28169,24.10,93.00,36,1,27,25,27,26,0,0,0,0,0,0,0,0,0,0,0
30171,24.10,93.00,38,1,20,20,20,19,0,0,0,0,0,0,0,0,0,0,0
32066,nan,nan,42,1,20,1,18,25,0,0,0,0,0,0,0,0,0,0,0
34065,nan,nan,31,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
36066,nan,nan,32,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38064,nan,nan,30,1,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0
40062,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42062,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44062,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46062,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48062,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52063,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56062,nan,nan,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58062,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60062,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62062,nan,nan,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64062,nan,nan,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66063,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68063,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70063,nan,nan,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72062,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74062,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76062,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78062,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80062,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82063,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84063,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86063,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88062,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90062,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92154,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94154,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96156,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98144,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100120,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102095,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104072,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106065,nan,nan,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108064,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110064,nan,nan,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112063,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114064,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116064,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118064,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120064,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124063,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126063,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130064,nan,nan,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132064,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134064,nan,nan,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136064,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138063,nan,nan,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140063,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144063,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146064,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148064,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150064,nan,nan,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152064,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154068,nan,nan,30,1,30,27,25,26,22,9,2,9,0,0,0,0,0,0,0
156065,nan,nan,36,1,19,7,6,7,26,0,0,0,0,0,0,0,0,0,0
158065,nan,nan,32,1,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0
160064,nan,nan,32,1,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0
162064,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164064,nan,nan,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166064,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168065,nan,nan,29,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170156,nan,nan,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172063,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174063,nan,nan,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176064,nan,nan,36,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178064,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180064,nan,nan,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182064,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184065,nan,nan,29,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186063,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188063,nan,nan,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190063,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192064,nan,nan,39,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194066,nan,nan,32,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0
196064,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198064,nan,nan,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200064,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202063,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204063,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210065,nan,nan,40,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212157,nan,nan,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214158,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216064,nan,nan,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218153,nan,nan,42,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220137,nan,nan,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222155,nan,nan,38,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224087,nan,nan,41,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226065,nan,nan,36,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228157,nan,nan,37,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230067,nan,nan,40,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0
232065,nan,nan,39,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0
234116,nan,nan,33,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236063,nan,nan,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238063,nan,nan,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240064,nan,nan,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242065,nan,nan,40,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244064,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246064,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248064,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250063,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252063,nan,nan,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254063,nan,nan,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256064,nan,nan,43,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258066,nan,nan,37,1,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0
260066,nan,nan,38,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0
262064,nan,nan,37,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264064,nan,nan,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266063,nan,nan,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268064,nan,nan,42,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270063,nan,nan,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272063,nan,nan,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274064,nan,nan,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276065,nan,nan,35,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278066,nan,nan,39,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
280066,nan,nan,43,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
282065,nan,nan,37,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
284065,nan,nan,42,1,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0
286157,nan,nan,36,1,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0
288156,nan,nan,44,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290158,nan,nan,43,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292159,nan,nan,34,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294159,nan,nan,36,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296151,nan,nan,41,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298118,nan,nan,38,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300094,nan,nan,44,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302082,nan,nan,38,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304066,nan,nan,32,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306066,nan,nan,41,1,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0
308066,nan,nan,44,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0
310069,nan,nan,38,1,18,16,32,0,0,0,0,0,0,0,0,0,0,0,0
312066,nan,nan,39,1,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0
314065,nan,nan,38,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
316065,nan,nan,38,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
318065,nan,nan,37,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
320065,nan,nan,37,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
322066,nan,nan,32,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
324066,nan,nan,38,1,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0
326066,nan,nan,26,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
328066,nan,nan,33,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
330065,nan,nan,43,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
332065,nan,nan,38,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
334065,nan,nan,40,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
336065,nan,nan,42,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
338066,nan,nan,40,1,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0
340066,nan,nan,46,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
342066,nan,nan,37,1,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0
344066,nan,nan,43,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
346065,nan,nan,40,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
348065,nan,nan,36,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
350065,nan,nan,40,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
352066,nan,nan,36,1,35,25,35,0,0,0,0,0,0,0,0,0,0,0,0
354066,nan,nan,39,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
356068,nan,nan,42,1,35,20,35,20,0,0,0,0,0,0,0,0,0,0,0
358066,nan,nan,40,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
360067,nan,nan,33,1,35,24,35,0,0,0,0,0,0,0,0,0,0,0,0
